Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Registration Period
R006835,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Vera Mobility dba American Traffic Solutions,12/10/20-10/31/21
R024084,"Boston, III, Frank D","Law Office of Frank D. Boston, III","Altria Client Services LLC and its Affiliates - Philip Morris USA Inc., John Middleton Co., U.S. Smokeless Tobacco Co., Helix Innovations LLC & NJOY, LLC",11/05/24-10/31/25
R024088,"Boston, III, Frank D","Law Office of Frank D. Boston, III","Highland Electric Fleets, Inc.",11/05/24-10/31/25
R019775,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Greater Baltimore Board of Realtors,11/16/23-10/31/24
R019752,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Earnin,11/15/23-10/31/24
R020531,"Boston, III, Frank D","Law Office of Frank D. Boston, III","Adventist HealthCare, Inc.",01/30/24-10/31/24
R017435,"Boston, III, Frank D","Law Office of Frank D. Boston, III","Advantage Sentencing Alterative Programs, Inc.",11/15/23-10/31/24
R020513,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Baltimore's Promise Care of the Fund for Educational Excellence,01/25/24-10/31/24
R022823,"Boston, III, Frank D","Law Office of Frank D. Boston, III","Highland Electric Fleets, Inc.",10/25/24-10/31/24
R025392,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Verra Mobility dba American Traffic Solutions,01/15/25-10/31/25
R025389,"Boston, III, Frank D","Law Office of Frank D. Boston, III","Live Nation Entertainment, Inc.",01/15/25-10/31/25
R025386,"Boston, III, Frank D","Law Office of Frank D. Boston, III","Maryland State Fair and Agricultural Society, Inc",01/15/25-10/31/25
R025391,"Boston, III, Frank D","Law Office of Frank D. Boston, III",CareFirst BlueCross BlueShield,01/15/25-10/31/25
R025399,"Boston, III, Frank D","Law Office of Frank D. Boston, III","A1 Trusted Monitoring, LLC",01/15/25-10/31/25
R025408,"Boston, III, Frank D","Law Office of Frank D. Boston, III","Baltimore Retired Police Benevolent Association, Inc.",01/15/25-10/31/25
R025403,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Baltimore City Fraternal Order of Police Lodge 3,01/15/25-10/31/25
R025407,"Boston, III, Frank D","Law Office of Frank D. Boston, III","Maryland Association for Justice, Inc.",01/15/25-10/31/25
R025409,"Boston, III, Frank D","Law Office of Frank D. Boston, III","AWL II, Inc.",01/15/25-10/31/25
R025395,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Elevator Industry Work Preservation Fund,01/15/25-10/31/25
R025402,"Boston, III, Frank D","Law Office of Frank D. Boston, III","Kenny Law Group, LLC",01/15/25-10/31/25
R025933,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Mid-Atlantic Carwash Association,03/19/25-10/31/25
R025772,"Boston, III, Frank D","Law Office of Frank D. Boston, III","American Fintech Council, The",02/19/25-10/31/25
R002684,"Boston, III, Frank D","Law Office of Frank D. Boston, III",All Pro Vending Co.,01/07/20-10/31/20
R002932,"Boston, III, Frank D","Law Office of Frank D. Boston, III","Baltimore Retired Police Benevolent Association, Inc.",01/30/20-10/31/20
R002957,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Flowbird,01/30/20-10/31/20
R002959,"Boston, III, Frank D","Law Office of Frank D. Boston, III","iHeart Media, Inc., Clear Channel Outdoor and Affiliated Entities",01/07/20-10/31/20
R002963,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Maryland Hotel & Lodging Association,01/07/20-10/31/20
R003463,"Boston, III, Frank D","Law Office of Frank D. Boston, III","Tekni-Plex, Inc.",01/24/20-10/31/20
R003486,"Boston, III, Frank D","Law Office of Frank D. Boston, III","Green Leaf Medical, LLC",01/30/20-10/31/20
R006815,"Boston, III, Frank D","Law Office of Frank D. Boston, III",SBFA,12/10/20-10/31/21
R006824,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Elevator Industry Work Preservation Fund,12/10/20-10/31/21
R006827,"Boston, III, Frank D","Law Office of Frank D. Boston, III","ADT, LLC dba ADT Security Services",12/10/20-10/31/21
R006841,"Boston, III, Frank D","Law Office of Frank D. Boston, III","Live Nation Entertainment, Inc.",12/10/20-10/31/21
R006846,"Boston, III, Frank D","Law Office of Frank D. Boston, III",American Chemistry Council,01/12/21-10/31/21
R006848,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Maryland Hotel & Lodging Association,12/10/20-10/31/21
R006850,"Boston, III, Frank D","Law Office of Frank D. Boston, III",AT&T,12/10/20-10/31/21
R010054,"Boston, III, Frank D","Law Office of Frank D. Boston, III","Baltimore Retired Police Benevolent Association, Inc.",01/12/22-10/31/22
R010009,"Boston, III, Frank D","Law Office of Frank D. Boston, III",AT&T,01/12/22-10/31/22
R010004,"Boston, III, Frank D","Law Office of Frank D. Boston, III","Green Leaf Medical, LLC",01/25/22-10/31/22
R010022,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Maryland Tax Sales Participants Association,01/12/22-10/31/22
R010103,"Boston, III, Frank D","Law Office of Frank D. Boston, III","Advantage Sentencing Alterative Programs, Inc.",01/12/22-10/31/22
R010098,"Boston, III, Frank D","Law Office of Frank D. Boston, III",SBFA,01/12/22-10/31/22
R009996,"Boston, III, Frank D","Law Office of Frank D. Boston, III","Maryland State Fraternal Order of Police c/o Frank D. Boston III, Attorney at Law",01/12/22-10/31/22
R011742,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Caring.com,02/21/22-10/31/22
R006810,"Boston, III, Frank D","Law Office of Frank D. Boston, III","FanDuel, Inc.",12/10/20-10/31/21
R006851,"Boston, III, Frank D","Law Office of Frank D. Boston, III","Maryland Association for Justice, Inc.",12/10/20-10/31/21
R015933,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Pressley Ridge,01/10/23-10/31/23
R016060,"Boston, III, Frank D","Law Office of Frank D. Boston, III",National Rifle Association,01/16/23-10/31/23
R016015,"Boston, III, Frank D","Law Office of Frank D. Boston, III","Green Leaf Medical, LLC",01/16/23-10/31/23
R016059,"Boston, III, Frank D","Law Office of Frank D. Boston, III","Amazon.com Services, Inc c/o Frank D. Boston III, Attorney at Law",01/16/23-10/31/23
R016016,"Boston, III, Frank D","Law Office of Frank D. Boston, III",AT&T,01/16/23-10/31/23
R016025,"Boston, III, Frank D","Law Office of Frank D. Boston, III","Baltimore Retired Police Benevolent Association, Inc.",01/16/23-10/31/23
R016067,"Boston, III, Frank D","Law Office of Frank D. Boston, III","Kenny Law Group, LLC",01/16/23-10/31/23
R016020,"Boston, III, Frank D","Law Office of Frank D. Boston, III",SBFA,01/16/23-10/31/23
R016063,"Boston, III, Frank D","Law Office of Frank D. Boston, III","AWL II, Inc.",01/16/23-10/31/23
R006801,"Boston, III, Frank D","Law Office of Frank D. Boston, III","Altria Client Services LLC and its Affiliates - Philip Morris USA Inc., John Middleton Co., and U.S. Smokeless Tobacco Company, LLC",12/07/20-10/31/21
R015601,"Boston, III, Frank D","Law Office of Frank D. Boston, III","Altria Client Services LLC and its Affiliates - Philip Morris USA Inc., John Middleton Co., and U.S. Smokeless Tobacco Company Co., and Helix Innvovations LLC",12/05/22-10/31/23
R010071,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Vera Mobility dba American Traffic Solutions,01/12/22-10/31/22
R016021,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Vera Mobility dba American Traffic Solutions,01/16/23-10/31/23
R020524,"Boston, III, Frank D","Law Office of Frank D. Boston, III",SBFA,01/25/24-05/31/24
R010052,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Maryland Association of Realtors,01/12/22-10/31/22
R015958,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Maryland Association of Realtors,01/10/23-10/31/23
R019724,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Maryland Tax Sales Participants Association,11/15/23-10/31/24
R020529,"Boston, III, Frank D","Law Office of Frank D. Boston, III",All Pro Vending Co.,01/25/24-10/31/24
R020522,"Boston, III, Frank D","Law Office of Frank D. Boston, III",AT&T,01/25/24-10/31/24
R021208,"Boston, III, Frank D","Law Office of Frank D. Boston, III","A Place for Mom, Inc",02/28/24-10/31/24
R020509,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Maryland Tourism Coalition,01/25/24-10/31/24
R020511,"Boston, III, Frank D","Law Office of Frank D. Boston, III","Live Nation Entertainment, Inc.",01/25/24-10/31/24
R020570,"Boston, III, Frank D","Law Office of Frank D. Boston, III",CareFirst BlueCross BlueShield,02/01/24-10/31/24
R021448,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Baltimore Urban Revitalization LLC,05/14/24-10/31/24
R021241,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Lowe’s Companies,03/13/24-10/31/24
R020526,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Verra Mobility dba American Traffic Solutions,01/25/24-10/31/24
R020098,"Boston, III, Frank D","Law Office of Frank D. Boston, III",DIRECTV,11/30/23-10/31/24
R010067,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Molson Coors Beverage Company USA LLC,01/12/22-10/31/22
R016065,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Molson Coors Beverage Company USA LLC,01/16/23-10/31/23
R025379,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Maryland Association of Realtors,01/15/25-10/31/25
R025378,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Revenue-Based Finance Coalition,01/15/25-10/31/25
R025398,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Earnin,01/15/25-10/31/25
R025385,"Boston, III, Frank D","Law Office of Frank D. Boston, III",Molson Coors Beverage Company USA LLC,01/15/25-10/31/25
R025387,"Boston, III, Frank D","Law Office of Frank D. Boston, III",All Pro Vending Co.,01/15/25-10/31/25
R000753,"Bourcicot, Yvette ","Airbnb, Inc.","Airbnb, Inc.",11/01/19-05/11/20
R016403,"Bowman, Jessica ",RAI Services Compnay,RAI Services Company,02/09/23-10/31/23
R001337,"Bowser, Alan ",Bridgewater Associates ,"Bridgewater Associates, LP",11/01/19-10/31/20
R002778,"Bradford, Tierra ",Common Cause Maryland,Common Cause Maryland,12/03/19-10/31/20
R008229,"Bradley, Erin ",AOBA,AOBA,11/01/21-08/05/22
R018376,"Bradley, Erin ",Planned Parenthood of Maryland,Planned Parenthood of Maryland,11/01/23-10/31/24
R001842,"Bradley, Erin ",AOBA,AOBA,11/01/19-10/31/20
R021243,"Bradley, Matthew ",Novartis Pharmaceuticals Corporation,Novartis Pharmaceuticals Corporation,02/28/24-10/31/24
R016215,"Bradley, Erin ",Planned Parenthood of Maryland,Planned Parenthood of Maryland,01/25/23-10/31/23
R004358,"Bradley, Erin ",AOBA,AOBA,11/01/20-10/31/21
R016191,"Bradley, Brandon Corey",Benevolent & Protective Order of Elks,"Benevolent and Protective Order of Elks, The",01/25/23-10/31/23
R023832,"Bradley, Matthew ",Novartis Pharmaceuticals Corporation,Novartis Pharmaceuticals Corporation,11/01/24-10/31/25
R020148,"Brady, James ",Chesapeake Climate Action Network,Chesapeake Climate Action Network Action Fund,11/01/23-04/30/24
R020150,"Brady, James ",Chesapeake Climate Action Network,Chesapeake Climate Action Network Action Fund,11/01/22-10/31/23
R008272,"Bram, Lawrence ",Easter Seals Serving DC MD VA,Easter Seals Serving DC MD VA,11/01/21-10/31/22
R004295,"Bram, Lawrence ",Easter Seals Serving DC MD VA,Easter Seals Serving DC MD VA,11/01/20-10/31/21
R002531,"Bram, Lawrence ",Easter Seals Serving DC MD VA,Easter Seals Serving DC MD VA,11/01/19-10/31/20
R023098,"Branch, Talmadge ",Capitol Strategies,Air Global (formerly Al Fakher Distribution),11/01/24-10/31/25
R023122,"Branch, Talmadge ",Capitol Strategies,"Allegis, Redwood, Maxim Public Affairs, LLC",11/01/24-10/31/25
R021553,"Branch, Talmadge ",Trocha LLC,Vital Services Corporation,06/15/24-10/31/24
R020733,"Branch, Talmadge ",Capitol Strategies,American Recyclable Plastic Bag Alliance,01/15/24-10/31/24
R020751,"Branch, Talmadge ",Capitol Strategies,"Allegis, Redwood, Maxim Public Affairs, LLC",01/15/24-10/31/24
R020749,"Branch, Talmadge ",Capitol Strategies,"Maryland Geothermal Association, The",01/15/24-10/31/24
R020737,"Branch, Talmadge ",Capitol Strategies,Constellation,01/15/24-10/31/24
R020876,"Branch, Talmadge ",Capitol Strategies,DailyPay,01/19/24-10/31/24
R020748,"Branch, Talmadge ",Capitol Strategies,Maryland Council of Support Brokers,01/15/24-10/31/24
R020986,"Branch, Talmadge ",Capitol Strategies,Chesapeake Bay Maritime Museum,01/30/24-10/31/24
R020739,"Branch, Talmadge ",Capitol Strategies,CSX Transportation,01/15/24-10/31/24
R020740,"Branch, Talmadge ",Capitol Strategies,"Hearing and Speech Agency of Metropolitan Baltimore, Inc., The",01/15/24-10/31/24
R020752,"Branch, Talmadge ",Capitol Strategies,"Stonewall Capital, LLC",01/15/24-10/31/24
R020734,"Branch, Talmadge ",Capitol Strategies,Bally's Corporation,01/15/24-10/31/24
R023108,"Branch, Talmadge ",Capitol Strategies,Gateway Maryland,11/01/24-10/31/25
R023116,"Branch, Talmadge ",Capitol Strategies,"Reworld Waste, LLC",11/01/24-10/31/25
R023115,"Branch, Talmadge ",Capitol Strategies,"Northbay Education, Inc.",11/01/24-10/31/25
R023100,"Branch, Talmadge ",Capitol Strategies,Bally's Corporation,11/01/24-10/31/25
R023107,"Branch, Talmadge ",Capitol Strategies,DailyPay,11/01/24-10/31/25
R020744,"Branch, Talmadge ",Capitol Strategies,ICSC (International Council of Shopping Centers),01/15/24-10/31/24
R020738,"Branch, Talmadge ",Capitol Strategies,"Reworld Waste, LLC, formerly Covanta Energy LLC",01/15/24-10/31/24
R023120,"Branch, Talmadge ",Capitol Strategies,"White Oak Energy Center, LLC",11/01/24-10/31/25
R020741,"Branch, Talmadge ",Capitol Strategies,Hayden AI,01/15/24-10/31/24
R020732,"Branch, Talmadge ",Capitol Strategies,Ameresco,01/15/24-10/31/24
R023095,"Branch, Talmadge ",Capitol Strategies,Ameresco,11/01/24-01/16/25
R025496,"Branch, Talmadge ",Capitol Strategies,Risepoint,01/22/25-10/31/25
R025495,"Branch, Talmadge ",Capitol Strategies,Maryland State Licensed Beverage Association,01/22/25-10/31/25
R023101,"Branch, Talmadge ",Capitol Strategies,Baltimore SquashWise,11/01/24-10/31/25
R023102,"Branch, Talmadge ",Capitol Strategies,Chesapeake Bay Maritime Museum,11/01/24-10/31/25
R023112,"Branch, Talmadge ",Capitol Strategies,ICSC (International Council of Shopping Centers),11/01/24-10/31/25
R023118,"Branch, Talmadge ",Capitol Strategies,Veritas HHS,11/01/24-10/31/25
R023113,"Branch, Talmadge ",Capitol Strategies,"Lyft, Inc.",11/01/24-11/01/24
R020755,"Branch, Talmadge ",Capitol Strategies,Verizon Communications,01/15/24-10/31/24
R020731,"Branch, Talmadge ",Capitol Strategies,"Al Fakher Distribution USA, Inc",01/15/24-10/31/24
R020750,"Branch, Talmadge ",Capitol Strategies,"Northbay Education, Inc.",01/15/24-10/31/24
R020735,"Branch, Talmadge ",Capitol Strategies,Baltimore SquashWise,01/15/24-10/31/24
R020743,"Branch, Talmadge ",Capitol Strategies,IATSE Local 487,01/15/24-10/31/24
R023099,"Branch, Talmadge ",Capitol Strategies,American Recyclable Plastic Bag Alliance,11/01/24-01/16/25
R025466,"Branch, Dustin Holland",Chesapeake Climate Action Network Action Fund,CCAN Action Fund,01/21/25-10/31/25
R023114,"Branch, Talmadge ",Capitol Strategies,"Maryland Geothermal Association, The",11/01/24-10/31/25
R023117,"Branch, Talmadge ",Capitol Strategies,"TikTok, Inc.",11/01/24-10/31/25
R023119,"Branch, Talmadge ",Capitol Strategies,Verizon Communications,11/01/24-10/31/25
R023104,"Branch, Talmadge ",Capitol Strategies,Constellation,11/01/24-10/31/25
R023105,"Branch, Talmadge ",Capitol Strategies,CSX Transportation,11/01/24-10/31/25
R023110,"Branch, Talmadge ",Capitol Strategies,HMSHost,11/01/24-10/31/25
R021069,"Branch, Talmadge ",Capitol Strategies,Office of the State's Attorney for Baltimore City,02/07/24-10/31/24
R020756,"Branch, Talmadge ",Capitol Strategies,Maryland Hemp / Maryland Healthy Alternatives Coalition,01/15/24-10/31/24
R020861,"Branch, Talmadge ",Capitol Strategies,"White Oak Energy Center, LLC",01/18/24-10/31/24
R020745,"Branch, Talmadge ",Capitol Strategies,"Lyft, Inc.",01/15/24-10/31/24
R020742,"Branch, Talmadge ",Capitol Strategies,HMSHost,01/15/24-10/31/24
R020753,"Branch, Talmadge ",Capitol Strategies,"TikTok, Inc.",01/15/24-10/31/24
R020754,"Branch, Talmadge ",Capitol Strategies,Veritas HHS,01/15/24-10/31/24
R002640,"Brand, Jason ",Anne Arundel County Association of REALTORS,Anne Arundel County Association of REALTORS,12/12/19-10/31/20
R004363,"Brand, Jason ",Anne Arundel County Association of REALTORS,Anne Arundel County Association of REALTORS,11/01/20-10/11/21
R004862,"Braue, Tim E.",Old Line Government Affairs LLC,Aflac (American Family Life Assurance Company),11/01/20-10/31/21
R004868,"Braue, Tim E.",Old Line Government Affairs LLC,Brookfield Power US Asset Management LLC,11/01/20-10/31/21
R004874,"Braue, Tim E.",Old Line Government Affairs LLC,Clearview Consulting Inc,11/01/20-10/31/21
R004903,"Braue, Tim E.",Old Line Government Affairs LLC,National Football League (NFL) c/o MultiState Associates Inc.,11/01/20-10/31/21
R009630,"Braue, Tim E.",Old Line Government Affairs LLC,Brookfield Power US Asset Management LLC,11/01/21-12/28/21
R011283,"Braue, Tim E.",Old Line Government Affairs LLC,"SHI-III Solera Kensington Owner, LLC",01/03/22-03/31/22
R009649,"Braue, Tim E.",Old Line Government Affairs LLC,Healthcare Distribution Alliance c/o MultiState Associates,11/01/21-10/31/22
R009633,"Braue, Tim E.",Old Line Government Affairs LLC,Chesapeake Employers' Insurance Company,11/01/21-10/31/22
R009629,"Braue, Tim E.",Old Line Government Affairs LLC,Artemis Properties,11/01/21-10/31/22
R010866,"Braue, Tim E.",Old Line Government Affairs LLC,"RFP Realty, LLC",11/10/21-10/31/22
R009655,"Braue, Tim E.",Old Line Government Affairs LLC,"NRG Energy, Inc.",11/01/21-10/31/22
R009628,"Braue, Tim E.",Old Line Government Affairs LLC,AIA Maryland,11/01/21-10/31/22
